时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,藻青蛋白
04/01/2013,20.20,7.01,299.00,16.40,4.33,1.94,0.16,1.78,7.06,4.50,1265.00
04/02/2013,19.90,6.86,290.00,24.20,4.09,1.98,0.15,1.80,7.24,4.70,1291.00
04/03/2013,19.60,6.74,280.00,40.30,4.12,2.16,0.18,1.96,7.36,4.50,1314.00
04/04/2013,19.30,6.73,209.00,61.50,4.78,2.12,0.22,1.32,6.19,4.40,1343.00
04/05/2013,19.30,6.72,202.00,79.00,6.05,2.33,0.26,0.92,5.20,4.40,1367.00
04/06/2013,18.90,6.67,187.00,81.00,5.64,2.59,0.24,0.99,5.11,4.40,1377.00
04/07/2013,18.50,6.81,180.00,57.30,5.73,2.29,0.23,0.82,4.50,4.40,1352.00
04/08/2013,18.30,6.92,163.00,50.20,5.93,1.93,0.22,0.55,4.22,4.40,1346.00
04/09/2013,18.20,6.92,160.00,49.70,6.12,1.68,0.21,0.44,3.84,4.50,1336.00
04/10/2013,18.40,6.91,155.00,41.50,6.21,1.48,0.19,0.34,3.43,4.50,1320.00
04/11/2013,18.30,6.92,149.00,35.70,6.15,1.33,0.17,0.21,3.28,4.50,1310.00
04/12/2013,18.30,6.93,164.00,32.30,6.03,1.32,0.16,0.22,3.74,4.50,1307.00
04/13/2013,18.20,6.95,178.00,26.60,5.85,1.24,0.16,0.26,3.84,4.50,1295.00
04/14/2013,18.70,6.93,186.00,23.40,5.62,1.15,0.15,0.34,4.16,4.70,1279.00
04/15/2013,19.20,6.94,184.00,23.10,5.44,1.20,0.15,0.40,3.76,4.60,1283.00
04/16/2013,19.50,6.96,182.00,21.20,5.28,1.18,0.15,0.38,3.27,4.60,1278.00
04/17/2013,19.90,6.93,182.00,21.90,5.07,1.18,0.15,0.34,2.67,4.60,1282.00
04/18/2013,20.60,6.96,175.00,21.50,5.53,1.21,0.13,0.28,2.65,4.50,1282.00
04/19/2013,20.40,6.96,162.00,21.00,5.40,1.16,0.11,0.21,2.60,4.60,1283.00
04/20/2013,20.60,6.91,157.00,24.70,5.71,1.16,0.11,0.20,2.50,4.60,1287.00
04/21/2013,20.40,6.93,151.00,25.60,5.86,1.19,0.11,0.19,1.84,4.60,1282.00
04/22/2013,20.20,6.92,155.00,21.90,5.81,1.27,0.11,0.21,2.31,4.60,1276.00
04/23/2013,20.30,6.98,162.00,22.10,5.84,1.22,0.11,0.12,2.07,4.60,1265.00
04/24/2013,20.40,6.94,169.00,21.00,5.44,1.29,0.10,0.23,2.25,4.60,1265.00
04/25/2013,20.40,6.89,189.00,18.70,4.77,1.46,0.11,0.37,2.56,4.60,1261.00
04/26/2013,20.50,6.87,176.00,23.60,5.08,1.42,0.12,0.32,4.48,4.50,1276.00
04/27/2013,20.70,6.93,168.00,26.80,5.21,1.27,0.13,0.29,3.36,4.60,1279.00
04/28/2013,21.00,6.93,163.00,21.90,5.18,1.32,0.13,0.34,3.39,4.60,1279.00
04/29/2013,21.30,6.91,167.00,20.60,5.07,1.40,0.13,0.35,3.55,4.60,1284.00
04/30/2013,21.60,6.91,188.00,22.80,4.96,1.51,0.14,0.43,4.05,4.50,1283.00
05/01/2013,21.20,6.95,181.00,94.30,5.35,1.86,0.15,0.40,4.15,4.60,1383.00
05/02/2013,21.00,6.97,163.00,56.90,5.42,1.61,0.15,0.38,3.70,4.60,1346.00
05/03/2013,21.30,6.96,159.00,26.40,5.45,1.43,0.14,0.30,3.31,4.60,1306.00
05/04/2013,21.00,7.01,176.00,23.70,5.43,1.36,0.13,0.32,3.92,4.60,1306.00
05/05/2013,21.10,7.04,238.00,81.90,5.52,2.19,0.22,0.71,5.73,4.60,1375.00
05/06/2013,20.40,7.09,175.00,130.40,7.78,3.11,0.26,0.56,4.61,4.60,1441.00
05/07/2013,20.50,7.07,175.00,79.70,6.95,2.38,0.19,0.66,4.09,4.60,1395.00
05/08/2013,20.70,7.00,168.00,65.40,6.08,2.41,0.20,0.63,3.95,4.60,1399.00
05/09/2013,21.00,6.90,158.00,51.20,5.40,2.09,0.12,0.50,3.72,4.60,1370.00
05/10/2013,21.50,6.85,161.00,48.90,5.48,2.01,0.12,0.56,3.86,4.60,1358.00
05/11/2013,22.00,6.90,158.00,87.80,6.41,2.00,0.20,0.35,3.53,4.60,1393.00
05/12/2013,22.00,6.87,154.00,92.00,5.86,2.53,0.22,0.31,3.54,4.70,1399.00
05/13/2013,22.80,6.86,173.00,54.00,5.18,1.97,0.18,0.46,3.95,4.60,1340.00
05/14/2013,23.00,6.84,157.00,40.10,5.20,1.76,0.17,0.33,3.44,4.60,1313.00
05/15/2013,23.10,6.84,155.00,37.70,5.45,1.81,0.16,0.30,3.61,4.70,1319.00
05/16/2013,22.90,6.88,147.00,153.70,7.15,2.45,0.25,0.20,3.39,4.80,1451.00
05/17/2013,22.90,6.96,175.00,165.20,9.05,2.76,0.28,0.51,4.31,4.80,1475.00
05/18/2013,23.10,6.95,175.00,155.40,6.91,2.79,0.25,0.78,4.47,4.80,1476.00
05/19/2013,23.10,6.94,148.00,197.50,7.30,2.61,0.26,0.51,3.74,4.90,1519.00
05/20/2013,23.10,6.96,158.00,159.50,8.52,2.45,0.24,0.38,3.66,4.80,1455.00
05/21/2013,22.70,7.05,142.00,461.30,9.83,4.38,,0.42,4.24,5.10,1971.00
05/22/2013,21.90,7.11,136.00,499.30,10.18,,,0.64,4.76,5.70,3257.00
05/23/2013,22.20,6.99,116.00,499.30,10.45,1.24,,0.40,3.71,5.30,2615.00
05/24/2013,22.90,6.88,117.00,366.10,9.90,1.89,0.34,0.26,2.66,4.90,1713.00
05/25/2013,23.60,6.81,129.00,212.40,9.26,2.05,0.25,0.27,2.47,4.90,1556.00
05/26/2013,23.40,6.86,138.00,115.30,8.72,1.56,0.17,0.22,2.45,4.90,1437.00
05/27/2013,23.40,6.70,140.00,90.70,7.75,1.33,0.14,0.31,2.42,4.80,1402.00
05/28/2013,23.40,6.72,150.00,79.90,8.05,1.35,0.14,0.25,2.45,4.90,1389.00
05/29/2013,24.20,6.77,159.00,68.50,7.45,1.44,0.13,0.27,2.40,4.90,1387.00
05/30/2013,24.90,6.87,153.00,77.30,7.41,1.40,0.13,0.18,2.22,4.90,1382.00
05/31/2013,25.20,6.87,155.00,76.20,7.09,1.33,0.14,0.34,2.57,5.00,1386.00
06/01/2013,25.60,6.84,152.00,69.60,6.73,1.41,0.13,0.27,2.58,4.90,1368.00
06/02/2013,25.80,6.84,156.00,58.30,6.45,1.57,0.13,0.22,2.67,5.00,1361.00
06/03/2013,25.30,6.78,146.00,70.60,6.48,1.55,0.14,0.16,2.88,5.10,1376.00
06/04/2013,24.70,6.77,137.00,210.60,8.00,2.60,0.21,0.13,3.10,5.10,1547.00
06/05/2013,24.40,6.80,153.00,328.60,8.68,3.24,0.28,0.24,3.64,5.50,1667.00
06/06/2013,24.60,6.83,150.00,164.20,7.76,2.28,0.22,0.20,3.17,5.30,1477.00
06/07/2013,24.60,6.73,125.00,186.30,7.33,2.16,0.23,0.26,3.02,5.30,1501.00
06/08/2013,24.70,6.75,128.00,111.80,7.17,1.92,0.17,0.12,2.63,5.20,1435.00
06/09/2013,25.00,6.74,133.00,85.20,6.76,1.62,0.15,0.13,2.41,5.20,1406.00
06/10/2013,25.00,6.64,146.00,164.50,7.40,2.27,0.17,0.26,3.22,5.40,1482.00
06/11/2013,24.30,6.84,160.00,497.70,8.82,3.98,,0.45,4.93,6.20,2144.00
06/12/2013,22.90,6.73,119.00,493.50,9.74,3.85,,0.28,4.59,6.30,2494.00
06/13/2013,21.80,6.66,100.00,499.60,10.26,,,0.35,4.72,6.00,2775.00
06/14/2013,22.00,6.68,104.00,369.00,10.11,3.38,0.32,0.18,2.41,5.20,1794.00
06/15/2013,22.50,6.66,111.00,200.60,9.67,2.07,0.24,0.17,1.88,5.10,1566.00
06/16/2013,23.10,6.63,120.00,134.90,9.05,1.63,0.18,0.17,1.98,5.10,1490.00
06/17/2013,23.40,6.57,130.00,103.30,9.00,1.58,0.15,0.16,2.04,5.00,1458.00
06/18/2013,24.30,6.62,140.00,69.60,8.00,1.25,0.12,0.25,2.16,5.00,1419.00
06/19/2013,24.90,6.71,147.00,64.40,7.33,1.14,0.12,0.23,2.16,5.10,1406.00
06/20/2013,25.40,6.73,151.00,56.50,7.13,0.89,0.11,0.17,2.14,5.00,1399.00
06/21/2013,25.70,6.72,157.00,71.50,6.89,1.20,0.12,0.31,2.28,5.00,1425.00
06/22/2013,25.60,6.65,155.00,78.60,6.63,1.32,0.13,0.24,2.15,5.10,1430.00
06/23/2013,25.60,6.73,151.00,56.80,6.66,1.17,0.11,0.12,1.88,5.20,1404.00
06/24/2013,25.30,6.71,155.00,63.50,6.67,1.28,0.12,0.18,2.20,5.10,1410.00
06/25/2013,25.40,6.69,158.00,55.80,6.76,1.19,0.11,0.19,2.34,5.10,1405.00
06/26/2013,25.50,6.72,159.00,55.80,6.84,1.28,0.12,0.20,2.39,5.10,1411.00
06/27/2013,25.60,6.68,146.00,46.90,6.76,1.16,0.12,0.16,2.14,5.10,1388.00
06/28/2013,25.90,6.70,148.00,44.30,6.53,1.33,0.12,0.13,2.26,5.10,1390.00
06/29/2013,26.40,6.68,151.00,33.40,6.17,1.19,0.09,0.22,2.80,5.10,1376.00
06/30/2013,27.00,6.63,152.00,26.10,5.96,1.60,0.09,0.24,2.68,5.10,1376.00
07/01/2013,27.40,6.70,163.00,25.50,6.00,2.33,0.08,0.22,2.29,5.00,1366.00
07/02/2013,28.00,6.77,210.00,21.20,5.57,1.41,0.08,0.26,2.67,5.00,1338.00
07/03/2013,28.10,6.77,216.00,21.70,5.49,1.33,0.08,0.29,2.74,5.10,1327.00
07/04/2013,27.30,6.73,168.00,32.50,6.12,1.40,0.09,0.15,1.73,5.10,1342.00
07/05/2013,27.50,6.72,168.00,32.70,6.14,1.25,0.09,0.18,1.67,5.00,1347.00
07/06/2013,27.40,6.76,165.00,30.50,6.35,1.26,0.08,0.13,1.59,5.00,1350.00
07/07/2013,27.10,6.73,163.00,28.90,6.26,1.22,0.07,0.17,1.78,5.00,1354.00
07/08/2013,26.90,6.72,167.00,31.80,6.16,1.27,0.08,0.15,1.86,5.00,1358.00
07/09/2013,27.10,6.78,168.00,35.80,6.24,1.29,0.08,0.14,1.75,5.00,1364.00
07/10/2013,27.20,6.80,174.00,26.60,6.13,1.35,0.08,0.14,1.78,5.00,1351.00
07/11/2013,27.50,6.77,182.00,24.60,5.75,1.40,0.08,0.28,2.22,5.00,1350.00
07/12/2013,27.80,6.75,177.00,27.10,5.55,1.32,0.08,0.30,2.24,5.00,1357.00
07/13/2013,27.40,6.79,172.00,40.70,5.88,1.49,0.09,0.18,2.12,5.10,1362.00
07/14/2013,25.00,6.87,126.00,499.50,9.21,,,0.36,3.96,5.80,2448.00
07/15/2013,24.10,6.82,109.00,499.50,9.05,4.38,,0.35,2.46,5.40,2264.00
07/16/2013,24.30,6.76,115.00,367.50,7.84,3.09,0.31,0.32,1.54,5.30,2029.00
07/17/2013,24.60,6.72,125.00,202.30,8.27,2.56,0.28,0.40,2.77,5.50,1797.00
07/18/2013,24.90,6.77,121.00,133.50,7.83,2.12,0.21,0.18,2.10,5.50,1681.00
07/19/2013,25.00,6.75,126.00,97.00,7.14,1.92,0.17,0.22,2.00,5.50,1601.00
07/20/2013,25.10,6.70,119.00,69.20,7.23,1.93,0.14,0.16,1.85,5.30,1557.00
07/21/2013,25.00,6.74,133.00,62.30,7.05,1.60,0.14,0.16,1.77,5.00,1493.00
07/22/2013,25.30,6.78,145.00,48.80,6.38,2.26,0.13,0.18,1.92,5.20,1458.00
07/23/2013,25.70,6.77,130.00,53.00,6.27,1.66,0.14,0.12,1.74,5.50,1466.00
07/24/2013,26.20,6.78,138.00,39.00,5.90,1.30,0.11,0.18,1.85,5.70,1457.00
07/25/2013,26.60,6.99,137.00,37.40,5.82,1.57,0.12,0.13,1.93,5.60,1458.00
07/26/2013,26.60,7.06,139.00,34.00,5.86,1.43,0.11,0.07,1.98,5.60,1448.00
07/27/2013,26.50,7.08,149.00,34.10,5.72,1.48,0.11,0.20,2.19,5.60,1444.00
07/28/2013,26.60,7.01,151.00,35.90,5.35,1.49,0.11,0.29,2.14,5.50,1469.00
07/29/2013,26.70,6.98,157.00,34.00,5.29,1.59,0.11,0.31,2.11,5.50,1485.00
07/30/2013,27.10,6.98,158.00,27.80,5.46,1.42,0.10,0.15,1.89,5.30,1476.00
07/31/2013,27.60,6.94,170.00,24.20,5.14,1.56,0.10,0.28,2.39,4.40,1299.00
08/01/2013,27.90,6.93,168.00,18.60,5.23,1.44,0.09,0.23,2.42,4.60,1277.00
08/02/2013,27.30,6.89,163.00,20.20,5.31,2.11,0.10,0.20,2.32,4.60,1286.00
08/03/2013,27.20,6.91,160.00,23.40,5.55,1.56,0.10,0.13,2.05,4.70,1265.00
08/04/2013,27.50,6.89,166.00,21.00,5.31,1.57,0.10,0.29,2.27,4.70,1275.00
08/05/2013,27.80,6.88,160.00,20.10,5.40,1.56,0.08,0.23,2.13,4.60,1278.00
08/06/2013,28.10,6.88,191.00,19.30,5.08,1.52,0.08,0.29,2.57,4.80,1274.00
08/07/2013,28.50,6.81,197.00,26.80,5.03,1.54,0.07,0.33,2.78,4.70,1279.00
08/08/2013,28.90,6.87,187.00,43.10,5.91,1.65,0.07,0.17,2.33,4.70,1266.00
08/09/2013,29.00,6.90,177.00,54.80,6.10,1.76,0.06,0.20,2.25,4.70,1272.00
08/10/2013,28.70,6.90,181.00,64.70,6.17,1.89,0.06,0.33,2.62,4.70,1304.00
08/11/2013,28.50,6.91,187.00,76.00,5.71,1.55,0.07,0.24,2.62,4.80,1337.00
08/12/2013,28.80,6.95,191.00,80.00,5.92,1.59,0.07,0.15,2.21,4.80,1330.00
08/13/2013,28.50,6.89,198.00,68.30,5.27,1.71,0.08,0.34,2.62,6.90,1145.00
08/14/2013,28.00,6.84,211.00,52.20,4.81,2.22,0.11,0.46,3.49,4.80,1344.00
08/15/2013,27.50,6.92,234.00,46.00,4.61,2.00,0.12,0.53,3.98,4.90,1389.00
08/16/2013,27.50,6.95,199.00,44.50,4.51,2.01,0.11,0.45,3.32,4.90,1425.00
08/17/2013,27.20,6.84,212.00,48.40,4.41,1.48,0.10,0.54,3.73,4.80,1324.00
08/18/2013,27.70,6.87,225.00,37.40,4.43,1.47,0.09,0.35,3.63,4.90,1295.00
08/19/2013,27.60,6.85,235.00,26.10,3.98,1.62,0.09,0.51,4.73,4.80,1267.00
08/20/2013,27.80,6.86,219.00,30.70,3.86,1.67,0.10,0.49,4.01,4.80,1284.00
08/21/2013,27.70,6.87,208.00,42.40,4.19,1.67,0.11,0.41,3.46,4.90,1262.00
08/22/2013,26.90,6.87,201.00,118.90,5.78,2.45,0.13,0.36,4.12,5.00,1443.00
08/23/2013,26.00,6.86,146.00,178.30,8.61,4.26,0.45,0.54,3.72,5.00,1657.00
08/24/2013,25.30,6.73,115.00,79.80,7.79,2.68,0.28,0.28,2.78,4.90,1465.00
08/25/2013,25.60,6.66,120.00,72.50,6.63,2.10,0.21,0.30,2.72,4.90,1397.00
08/26/2013,26.20,6.71,120.00,56.80,6.45,1.45,0.16,0.15,2.16,4.90,1339.00
08/27/2013,26.80,6.69,137.00,49.80,5.96,1.51,0.15,0.29,2.61,4.90,1330.00
08/28/2013,27.30,6.71,128.00,50.30,5.57,1.61,0.14,0.24,2.35,5.10,1342.00
08/29/2013,27.50,6.71,141.00,33.40,5.27,2.13,0.12,0.32,2.80,5.20,1310.00
08/30/2013,26.30,6.80,116.00,121.80,7.45,2.16,0.20,0.12,3.40,5.30,1429.00
08/31/2013,25.70,6.83,128.00,230.30,8.60,2.46,0.25,0.30,3.47,5.40,1478.00
09/01/2013,25.50,6.79,122.00,136.10,7.69,2.19,0.24,0.30,2.86,5.40,1481.00
09/02/2013,25.50,6.72,115.00,99.60,6.34,2.16,0.21,0.26,2.69,5.30,1459.00
09/03/2013,25.70,6.66,124.00,66.90,5.88,1.61,0.16,0.27,2.34,5.30,1418.00
09/04/2013,25.70,6.74,128.00,53.50,5.86,1.37,0.14,0.20,2.43,5.20,1398.00
09/05/2013,25.70,6.79,134.00,45.90,5.86,1.28,0.13,0.14,2.34,5.20,1379.00
09/06/2013,,,,,,,,,,,
09/07/2013,,,,,,,,,,,
09/08/2013,26.40,6.78,141.00,86.90,5.58,1.77,0.18,0.40,2.82,5.10,1463.00
09/09/2013,26.70,6.77,138.00,50.20,5.59,1.56,0.13,0.22,2.39,5.20,1409.00
09/10/2013,,,,,,,,,,,
09/11/2013,27.30,6.77,152.00,33.90,5.09,1.59,0.09,0.31,2.83,5.10,1351.00
09/12/2013,27.30,6.85,145.00,40.70,5.42,1.39,0.10,0.15,2.24,5.10,1352.00
09/13/2013,27.10,6.83,139.00,50.40,5.21,1.53,0.11,0.16,2.42,5.20,1383.00
09/14/2013,27.20,6.88,139.00,40.70,5.41,1.49,0.10,0.11,2.14,5.10,1389.00
09/15/2013,27.30,6.90,141.00,38.90,5.59,1.37,0.09,0.10,2.03,5.10,1361.00
09/16/2013,27.50,6.82,161.00,29.80,5.19,1.38,0.08,0.35,2.78,5.10,1353.00
09/17/2013,27.40,6.82,183.00,27.20,6.21,1.48,0.07,0.39,3.70,5.20,1315.00
09/18/2013,27.00,6.82,187.00,22.00,5.45,1.38,0.07,0.46,3.93,5.10,1312.00
09/19/2013,27.00,6.84,186.00,16.60,6.21,1.44,0.07,0.32,3.63,5.20,1317.00
09/20/2013,27.00,6.88,186.00,14.40,6.98,1.32,0.06,0.22,3.46,5.30,1321.00
09/21/2013,26.90,6.88,187.00,17.50,6.81,1.27,0.07,0.32,3.12,5.30,1340.00
09/22/2013,26.50,6.93,180.00,22.50,7.09,1.45,0.08,0.24,2.53,5.40,1355.00
09/23/2013,26.00,6.96,180.00,73.80,8.92,2.11,0.17,0.33,2.88,5.50,1519.00
09/24/2013,25.80,6.93,273.00,42.30,8.89,1.99,0.16,0.78,4.97,5.50,1583.00
09/25/2013,25.50,7.03,257.00,79.10,6.39,2.44,0.20,1.19,4.48,5.50,1684.00
09/26/2013,25.30,7.22,185.00,131.50,6.99,2.35,0.20,0.94,3.75,5.50,1803.00
09/27/2013,25.20,7.22,177.00,113.70,7.54,2.06,0.11,0.44,3.21,5.50,1781.00
09/28/2013,25.40,7.12,175.00,62.70,7.23,1.76,0.15,0.41,2.88,5.40,1702.00
09/29/2013,25.40,7.07,175.00,36.10,7.36,1.46,0.12,0.24,2.25,5.40,1668.00
09/30/2013,25.30,7.07,193.00,28.90,6.87,1.47,0.11,0.40,2.65,5.30,1649.00
10/01/2013,25.60,7.07,200.00,23.00,6.61,1.35,0.10,0.40,2.52,5.40,1665.00
10/02/2013,25.80,7.09,201.00,21.60,6.46,1.27,0.10,0.36,2.31,5.30,1707.00
10/03/2013,25.50,7.06,213.00,20.90,6.57,1.55,0.09,0.39,2.83,5.40,1623.00
10/04/2013,25.30,7.09,220.00,23.40,6.46,1.55,0.10,0.38,3.02,5.50,1597.00
10/05/2013,25.00,7.15,213.00,23.30,7.02,1.61,0.10,0.36,3.06,5.30,1561.00
10/06/2013,24.90,7.15,211.00,22.80,7.15,1.51,0.10,0.38,2.89,5.10,1377.00
10/07/2013,24.70,7.14,212.00,23.10,6.64,1.52,0.09,0.39,2.73,5.10,1367.00
10/08/2013,24.60,7.09,208.00,23.50,7.09,1.44,0.08,0.24,2.55,5.30,1338.00
10/09/2013,24.90,7.10,208.00,23.40,6.95,1.49,0.08,0.28,2.57,5.50,1339.00
10/10/2013,25.00,7.06,207.00,23.60,6.47,1.52,0.08,0.36,2.64,5.50,1347.00
10/11/2013,25.30,7.08,210.00,24.70,6.81,1.43,0.07,0.28,3.17,5.50,1352.00
10/12/2013,25.00,7.07,216.00,29.40,7.07,1.25,0.06,0.25,2.89,5.40,1352.00
10/13/2013,25.10,7.13,225.00,31.60,7.19,1.39,0.05,0.38,3.59,5.30,1345.00
10/14/2013,24.90,7.16,231.00,33.60,6.79,1.40,0.06,0.33,3.75,5.30,1335.00
10/15/2013,25.00,7.19,223.00,34.40,7.30,1.32,0.05,0.18,3.07,5.30,1339.00
10/16/2013,24.80,7.21,232.00,35.50,7.06,1.40,0.06,0.32,3.45,5.30,1347.00
10/17/2013,24.70,7.20,232.00,37.00,7.25,1.33,0.06,0.64,4.18,5.20,1350.00
10/18/2013,24.30,7.19,223.00,38.50,7.36,1.72,0.05,0.60,4.03,5.10,1349.00
10/19/2013,24.20,7.18,217.00,35.50,7.94,1.59,0.05,0.61,4.21,5.20,1347.00
10/20/2013,24.20,7.19,219.00,12.80,7.45,1.55,0.05,0.42,3.79,5.20,1360.00
10/21/2013,24.00,7.19,228.00,13.00,7.01,1.47,0.05,0.45,3.74,5.20,1366.00
10/22/2013,23.80,7.15,240.00,12.50,7.05,1.82,0.05,0.52,4.12,5.20,1359.00
10/23/2013,23.40,7.27,244.00,10.60,8.51,1.46,0.04,0.35,1.42,5.20,1368.00
10/24/2013,23.10,7.31,264.00,12.70,8.66,1.33,0.04,0.34,1.19,5.10,1360.00
10/25/2013,22.30,7.29,268.00,24.90,8.93,1.33,0.05,0.52,3.44,5.10,1358.00
10/26/2013,21.90,7.20,276.00,16.40,8.24,1.48,0.06,0.77,5.61,5.10,1347.00
10/27/2013,21.60,7.20,265.00,15.20,7.77,1.29,0.06,0.84,5.81,5.20,1326.00
10/28/2013,21.60,7.20,257.00,13.90,7.97,0.99,0.05,0.85,5.74,5.20,1312.00
10/29/2013,21.30,7.22,245.00,15.20,8.03,1.16,0.06,0.68,5.11,5.10,1312.00
10/30/2013,21.40,7.21,247.00,13.90,8.33,1.08,0.04,0.64,5.00,5.10,1319.00
10/31/2013,21.60,7.19,259.00,17.60,8.28,1.18,0.04,0.60,4.80,5.20,1354.00
11/01/2013,21.20,7.18,266.00,19.40,8.52,1.23,0.04,0.57,5.10,5.00,1452.00
11/02/2013,21.00,7.19,269.00,18.40,8.58,1.16,0.03,0.68,5.26,5.00,1500.00
11/03/2013,21.20,7.18,290.00,16.40,8.19,1.37,0.03,0.80,5.34,5.00,1495.00
11/04/2013,21.40,7.09,286.00,16.90,7.98,1.33,0.04,0.64,4.68,5.10,1500.00
11/05/2013,21.50,7.13,249.00,21.50,8.21,1.41,0.06,0.42,3.91,5.00,1508.00
11/06/2013,21.80,7.12,249.00,15.80,8.44,1.30,0.06,0.41,3.97,4.90,1476.00
11/07/2013,22.00,7.03,262.00,5.20,7.93,1.29,0.07,0.55,4.79,4.80,1327.00
11/08/2013,22.40,7.01,259.00,5.20,7.97,1.15,0.07,0.52,4.57,4.80,1324.00
11/09/2013,22.40,7.00,271.00,6.40,7.67,1.25,0.07,0.64,5.01,4.80,1317.00
11/10/2013,22.50,7.04,278.00,12.80,7.83,1.36,0.09,0.51,5.38,4.80,1330.00
11/11/2013,22.40,6.99,273.00,8.50,7.89,1.31,0.07,0.50,4.87,4.80,1313.00
11/12/2013,22.10,6.97,261.00,7.50,7.82,1.18,0.07,0.53,4.40,4.80,1309.00
11/13/2013,21.80,6.91,254.00,8.50,7.48,1.18,0.07,0.55,4.67,4.80,1305.00
11/14/2013,22.10,6.79,263.00,10.80,6.92,1.17,0.06,0.57,4.75,4.80,1303.00
11/15/2013,21.80,6.78,262.00,10.60,7.35,1.24,0.06,0.49,4.76,4.80,1295.00
11/16/2013,21.60,6.83,242.00,9.70,7.80,1.18,0.06,0.41,4.36,4.90,1294.00
11/17/2013,21.20,6.81,262.00,8.70,7.61,1.25,0.06,0.79,5.33,4.80,1295.00
11/18/2013,20.70,6.84,277.00,8.40,7.25,1.23,0.08,0.95,5.85,4.80,1291.00
11/19/2013,19.80,6.87,283.00,6.50,6.25,2.47,0.32,0.78,6.48,5.00,1295.00
11/20/2013,,,,,,,,,,,
11/21/2013,20.30,6.94,256.00,138.60,6.53,1.41,0.09,0.67,3.48,4.60,1288.00
11/22/2013,20.00,6.93,266.00,142.40,5.78,1.01,0.07,0.89,3.73,4.70,1284.00
11/23/2013,20.30,6.90,293.00,147.20,5.96,1.13,0.06,0.95,3.82,4.70,1280.00
11/24/2013,19.80,6.94,285.00,132.40,5.93,1.13,0.07,0.70,3.50,4.70,1266.00
11/25/2013,19.20,6.95,263.00,144.60,6.29,1.30,0.06,0.76,3.49,4.60,1263.00
11/26/2013,18.80,6.99,296.00,147.60,6.60,1.43,0.06,1.05,3.98,4.70,1280.00
11/27/2013,18.60,7.00,318.00,149.60,6.11,1.49,0.06,1.21,4.22,4.60,1269.00
11/28/2013,18.30,6.97,293.00,147.50,6.12,1.36,0.07,1.37,3.66,4.60,1268.00
11/29/2013,17.50,6.94,281.00,146.00,6.09,1.38,0.08,1.31,3.33,4.60,1261.00
11/30/2013,17.00,6.91,335.00,143.50,6.31,1.60,0.07,1.13,3.51,4.70,1258.00
12/01/2013,16.70,6.94,292.00,142.70,6.13,1.48,0.07,1.19,3.52,4.60,1270.00
12/02/2013,16.50,6.92,299.00,88.20,6.23,1.35,0.06,1.22,3.54,4.60,1276.00
12/03/2013,16.50,6.88,316.00,41.30,6.47,2.42,0.06,1.28,3.66,4.50,1281.00
12/04/2013,16.00,6.94,306.00,22.50,6.44,1.99,0.07,1.26,3.52,4.50,1270.00
12/05/2013,15.70,7.03,302.00,35.40,6.48,1.54,0.07,1.29,2.96,4.50,1271.00
12/06/2013,15.60,7.00,304.00,19.80,6.41,1.53,0.05,1.33,3.20,4.60,1262.00
12/07/2013,15.80,6.95,314.00,18.10,6.48,1.45,0.05,1.55,3.36,4.60,1266.00
12/08/2013,16.20,6.96,303.00,17.50,6.37,1.55,0.06,1.46,3.41,4.60,1269.00
12/09/2013,16.50,6.92,280.00,16.80,6.20,1.59,0.05,1.27,2.92,4.60,1277.00
12/10/2013,16.20,6.88,275.00,18.30,6.12,1.54,0.05,1.20,2.89,4.60,1287.00
12/11/2013,16.00,6.82,296.00,20.10,5.64,1.48,0.05,1.44,3.25,4.50,1283.00
12/12/2013,15.90,6.80,312.00,18.10,5.71,1.45,0.05,1.68,3.49,4.60,1294.00
12/13/2013,16.10,6.84,325.00,16.10,6.05,1.56,0.05,1.72,2.75,4.50,1316.00
12/14/2013,16.10,6.80,330.00,16.90,5.77,1.59,0.05,1.79,3.69,4.50,1311.00
12/15/2013,16.00,6.81,297.00,23.10,5.80,1.68,0.07,1.54,3.27,4.60,1313.00
12/16/2013,15.80,6.87,286.00,32.20,5.86,1.65,0.12,1.53,3.15,4.50,1331.00
12/17/2013,15.20,6.99,249.00,80.00,7.53,2.04,0.21,1.72,3.20,4.60,1470.00
12/18/2013,14.40,7.15,258.00,81.60,7.34,2.38,0.23,1.68,3.23,4.60,1502.00
12/19/2013,14.20,7.51,342.00,42.80,7.26,2.24,0.21,2.26,4.77,3.40,1410.00
12/20/2013,13.90,7.55,303.00,37.30,7.18,2.03,0.24,2.02,4.28,2.70,1405.00
12/21/2013,13.80,7.44,254.00,36.70,6.78,1.84,0.19,1.79,3.55,2.80,1410.00
12/22/2013,13.40,7.38,237.00,32.40,6.58,1.90,0.20,1.40,3.02,2.70,1383.00
12/23/2013,13.40,7.40,230.00,28.60,6.80,1.90,0.20,1.14,2.99,2.80,1363.00
12/24/2013,13.70,7.36,237.00,28.80,6.43,1.69,0.18,1.23,3.31,2.70,1474.00
12/25/2013,13.50,7.11,232.00,29.00,6.67,1.61,0.18,1.30,3.42,2.80,1326.00
12/26/2013,13.30,7.00,245.00,27.80,6.41,1.90,0.21,1.76,3.88,2.80,1281.00
12/27/2013,13.10,6.97,242.00,35.20,6.62,1.74,0.17,1.58,3.69,2.70,1263.00
