时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素
08/05/2013,26.7,7.49,193,57.8,5.12,2.02,0.17,0.27,1.95,5
08/06/2013,26.9,7.38,195,52,5.57,2.03,0.15,0.44,2.43,5
08/07/2013,27.2,7.37,191,48.4,5.3,1.97,0.14,0.47,2.34,5
08/08/2013,27.9,7.57,197,46,5.81,2.64,0.14,0.21,1.89,5
08/09/2013,28.2,7.51,235,42.1,5.6,2.46,0.14,0.47,2.61,5.1
08/10/2013,27.9,7.33,255,42.8,5.03,2.28,0.15,0.85,3.39,5.1
08/11/2013,28.1,7.5,325,57.1,4.63,1.94,0.16,0.41,3.52,5.1
08/12/2013,28.2,7.52,330,51.3,4.83,2.82,0.2,0.69,3.96,5.1
08/13/2013,28.3,7.43,309,48,4.58,2.85,0.21,0.65,3.67,5.1
08/14/2013,27.8,7.54,317,63.5,4.51,2.71,0.19,0.51,3.51,4.9
08/15/2013,26.9,7.63,349,83,5.36,1.94,0.22,0.57,3.8,5
08/16/2013,26.2,7.51,279,75.5,4.84,2.06,0.23,0.31,3.6,5
08/17/2013,26.3,7.5,249,73.4,4.07,2.42,0.27,0.65,3.7,5
08/18/2013,26.5,7.46,266,62.2,4.17,2.47,0.23,0.43,3.62,5
08/19/2013,26.9,7.49,297,68.4,4.37,1.96,0.22,0.87,3.24,5
08/20/2013,27.5,7.51,314,59.9,4.56,1.7,0.2,0.47,3.34,5
08/21/2013,27.6,7.52,216,77.5,4.61,2.01,0.2,0.31,2.57,5
08/22/2013,26,7.4,185,240,6.53,1.88,0.14,0.05,1.4,5.2
08/23/2013,25.1,7.38,176,365.8,6.56,3.1,0.32,0.5,2.42,5.1
08/24/2013,25.2,7.47,151,189.9,6.21,2.58,0.25,0.16,2.07,5
08/25/2013,25.8,7.4,172,118.8,5.61,2.05,0.19,0.4,2.15,5
08/26/2013,26.4,7.45,169,93.1,4.96,2.03,0.18,0.17,2.12,5
08/27/2013,27,7.48,189,110.4,6.01,2.22,0.19,0.31,2.33,5
08/28/2013,27,7.56,156,87.1,5.89,2.68,0.23,0.27,2.14,5
08/29/2013,26.9,7.51,163,87.7,5.68,2.42,0.2,0.46,1.85,5
08/30/2013,26.6,7.41,230,145.2,6.21,2.83,0.27,0.79,2.78,5
08/31/2013,25.4,7.51,207,236.2,6.1,2.66,0.37,1.17,2.56,5.2
09/01/2013,25.5,7.35,177,115.6,5.8,2.14,0.24,0.76,2.53,5.1
09/02/2013,25.8,7.42,168,82.7,5.76,1.86,0.19,0.52,2.18,5
09/03/2013,25.8,7.46,172,76.6,5.54,1.58,0.18,0.5,1.94,5
09/04/2013,25.4,7.57,164,65.2,5.95,1.71,0.17,0.24,1.71,5
09/05/2013,25.6,7.61,179,67.3,5.69,1.96,0.17,0.37,2.06,5
09/06/2013,25.9,7.4,164,79.8,5.56,2.19,0.16,0.58,2.22,5
09/07/2013,26,7.34,159,68.9,5.42,2.18,0.15,0.55,2.24,5
09/08/2013,26.2,7.44,200,98.2,5.82,2.04,0.15,0.51,3.2,5
09/09/2013,26.8,7.44,166,75.7,5.61,2.36,0.17,0.5,1.41,5
09/10/2013,26.7,7.6,146,66.1,5.77,2.47,0.16,0.24,2.29,5
09/11/2013,26.7,7.49,145,63.5,5.52,2.47,0.15,0.34,2.38,5
09/12/2013,26.9,7.68,151,52.1,5.81,2.42,0.14,0.19,2.5,5
09/13/2013,27,7.52,188,49.2,5.32,2.58,0.14,0.68,3.65,5
09/14/2013,27.2,7.46,197,59.6,5.55,2.35,0.13,0.71,4.85,5
09/15/2013,27.2,7.4,216,57.5,5.36,2.08,0.13,0.78,6.23,5
09/16/2013,27.3,7.45,220,57,5.11,2.05,0.14,0.69,5.46,5.1
09/17/2013,26.6,7.52,219,55.5,5.18,2.06,0.14,0.94,4.77,5
09/18/2013,26.3,7.52,195,47.5,5.37,2.25,0.15,0.48,4.17,5
09/19/2013,26.6,7.65,208,44.3,5.43,2.34,0.14,0.46,3.86,5
09/20/2013,26.4,7.67,195,49.4,5.69,2.47,0.14,0.41,1.98,5
09/21/2013,26.4,7.53,228,49.9,5.25,2.46,0.14,0.75,2.81,5.1
09/22/2013,25.8,7.5,216,62.3,5.05,2.51,0.14,0.77,2.66,5.1
09/23/2013,25.8,7.68,288,259.1,5.89,2.66,0.18,1.17,3.47,6.6
09/24/2013,26.9,7.74,144,211,5.65,3.74,0.16,0.27,2.65,5.8
09/25/2013,25.2,7.76,181,248.3,6.56,3.55,0.26,0.52,2.37,5.1
09/26/2013,25.4,7.79,197,131.4,6.27,2.77,0.19,0.59,2.4,5.1
09/27/2013,25.3,7.59,215,105.2,5.6,2.78,0.18,0.88,2.92,5
09/28/2013,25.5,7.55,228,95.7,5.12,2.62,0.17,1.08,3.64,5
09/29/2013,25.4,7.58,238,86.6,4.76,2.69,0.17,1.02,3.04,5
09/30/2013,25.2,7.61,238,80.1,5.12,2.78,0.17,0.59,2.06,5
10/01/2013,25.3,7.54,227,72.5,4.8,2.84,0.17,0.49,1.76,5
10/02/2013,25.5,7.53,236,72.7,4.37,2.8,0.16,0.45,2.05,5
10/03/2013,25.2,7.63,219,73.7,4.49,2.75,0.17,0.05,1.74,5
10/04/2013,24.9,7.69,225,68.6,4.62,2.77,0.17,0.13,1.9,5
10/05/2013,24.7,7.66,217,64.1,5.28,2.73,0.16,0.25,1.9,5
10/06/2013,24.6,7.59,237,60,4.66,2.9,0.15,0.27,2.46,4.9
10/07/2013,24.6,7.71,217,60.3,6.23,2.48,0.15,0.1,3.9,5
10/08/2013,24.3,7.6,241,55.2,4.95,2.19,0.15,0.36,4.87,4.9
10/09/2013,24.6,7.58,258,53.6,4.66,2.32,0.16,0.45,3.48,5
10/10/2013,24.9,7.71,224,49.5,5.21,2.2,0.15,0.16,3.11,5
10/11/2013,25.3,7.83,226,49.9,5.54,2.06,0.17,0.45,2.73,4.9
10/12/2013,25.2,7.56,250,48.9,4.95,2.07,0.16,1.38,3.94,5
10/13/2013,25.1,7.48,255,47.7,4.77,2.24,0.19,1.86,5.24,5
10/14/2013,24.8,7.46,240,48.1,4.45,2.3,0.18,0.93,3.97,5.1
10/15/2013,24.8,7.56,248,50.4,4.15,2.31,0.18,0.72,4.81,5.1
10/16/2013,24.7,7.6,244,48.1,3.54,2.36,0.18,1.07,4.87,5.1
10/17/2013,24.4,7.58,257,42.7,2.21,2.44,0.18,1.31,5.26,5.1
10/18/2013,24.3,7.74,267,40.3,3.68,2.43,0.18,0.56,4.68,5.1
10/19/2013,23.9,7.92,336,41.7,4.75,2.54,0.2,0.76,5.51,5
10/20/2013,24,7.75,311,46.8,4.65,2.66,0.2,1.69,6.73,5.1
10/21/2013,23.9,7.72,290,46.5,4.82,2.9,0.2,1.64,6.89,5.1
10/22/2013,23.4,7.7,286,53.7,5.52,2.9,0.2,1.52,5.6,5
10/23/2013,23.3,7.7,283,51.2,5.33,2.89,0.2,1.66,4.57,4.9
10/24/2013,22.9,7.72,284,49,5.25,2.86,0.19,1.62,4.95,4.9
10/25/2013,22.5,7.66,298,45.1,5,2.88,0.19,1.43,4.53,5
10/26/2013,22.1,7.66,329,46.9,5.61,2.92,0.2,1.52,4.76,5
10/27/2013,21.6,7.77,410,42.5,5.93,3.14,0.21,2.17,6.02,5.1
10/28/2013,21.3,7.82,306,43.2,4.79,2.8,0.19,0.7,4.03,5.1
10/29/2013,21.2,7.84,218,43.8,5.15,2.54,0.18,0.36,3.02,5.1
10/30/2013,21.4,7.88,233,41.3,4.88,2.57,0.17,0.35,3.06,5
10/31/2013,21.7,7.91,254,39.7,4.51,2.67,0.18,0.43,3.77,5
11/01/2013,21.9,7.84,255,38.9,5.24,3.41,0.17,0.62,4.31,5
11/02/2013,21.9,7.82,258,38.6,5.76,3.49,0.18,0.63,4.57,4.9
11/03/2013,22.1,7.84,249,34,5.62,3.27,0.18,0.49,4.01,4.9
11/04/2013,22,7.84,292,35.8,5.22,2.05,0.2,0.72,4.53,4.9
11/05/2013,22.2,7.82,299,34.6,4.79,2.13,0.22,1.17,5.12,4.9
11/06/2013,22.5,7.8,302,37,4.23,2,0.21,1.9,5.36,4.9
11/07/2013,22.6,7.76,286,38.2,4.42,2.24,0.21,1.76,5.76,4.9
11/08/2013,22.4,7.8,188,34.7,5.59,2.9,0.22,0.86,4.66,4.9
11/09/2013,22.8,7.7,229,39.5,4.74,3.14,0.21,0.58,2.96,4.9
11/10/2013,22.8,7.7,254,37,4.82,3.34,0.2,1.25,3.82,4.9
11/11/2013,22.7,7.75,291,37.9,4.44,3.55,0.21,2.27,4.65,5
11/12/2013,22.4,7.74,292,40.9,4.28,3.52,0.21,2.48,4.81,5
11/13/2013,22,7.78,290,39.2,3.7,3.35,0.22,1.67,3.51,4.9
11/14/2013,21.8,7.79,284,35.3,3.3,3.16,0.22,1.54,3.7,4.9
11/15/2013,21.7,7.73,294,38,3.96,2.79,0.22,2.14,3.88,4.9
11/16/2013,21.8,7.84,308,37.1,5.06,2.71,0.24,1.92,3.8,4.9
11/17/2013,21.5,7.78,266,34.4,5.32,2.53,0.22,1,3.17,4.9
11/18/2013,21,7.68,243,37.3,5.72,2.49,0.2,1.36,2.78,5
11/19/2013,20.4,7.83,371,33.4,5.54,3.11,0.23,2.62,4.5,5
11/20/2013,19.8,7.93,415,32.3,6.09,3.4,0.24,3.01,5.33,5.2
11/21/2013,19.8,7.87,354,31.6,6.03,3.34,0.23,2.69,4.76,5.2
11/22/2013,19.8,7.79,316,29.9,5.77,3.3,0.21,2.41,4.25,5.1
11/23/2013,20,7.78,306,31.8,5.74,3,0.2,2.05,4.15,5
11/24/2013,20,7.8,317,33,5.4,3.14,0.2,2.03,4.41,5
11/25/2013,19.6,7.84,350,38.1,5.05,3.1,0.21,2.34,4.98,5
11/26/2013,18.9,7.9,361,31.3,5.53,2.84,0.23,2.78,5.21,5
11/27/2013,18.7,7.9,354,30.7,5.2,2.61,0.23,2.34,4.4,5
11/28/2013,18.4,7.9,371,32.6,5.26,2.8,0.23,2.84,3.51,5
11/29/2013,17.7,7.87,340,28.6,5.64,2.85,0.24,2.73,3.39,5
11/30/2013,17.2,7.8,287,33.5,5.93,2.72,0.23,2.1,3.41,4.9
12/01/2013,16.9,7.82,281,35.5,5.96,2.72,0.21,1.56,3.45,5
12/02/2013,16.8,7.75,292,31.3,6.06,2.79,0.19,2.28,3.34,5
12/03/2013,16.6,7.23,340,19.8,6.45,2.68,0.19,2.96,4.01,4.9
12/04/2013,16.3,6.8,391,23.3,6.79,2.81,0.19,2.86,5.56,4.5
12/05/2013,16.3,7.06,345,19.9,6.39,2.99,0.18,2.42,5.23,3.8
12/06/2013,16.5,6.96,295,23.2,6.05,2.6,0.17,2.2,5.11,3.9
12/07/2013,16.4,6.99,315,21.2,5.86,2.81,0.17,2.35,4.77,3.9
12/08/2013,16.7,6.97,286,18.7,5.83,2.78,0.18,1.85,3.81,3.9
12/09/2013,17.1,6.92,254,16.2,5.85,2.85,0.16,1.07,3.35,3.9
12/10/2013,17.1,6.94,307,19.9,5.61,3.1,0.17,2.09,3.98,3.9
12/11/2013,16.9,7.01,371,17.1,5.5,3.07,0.18,3.14,5.34,4
12/12/2013,16.6,6.97,356,17.5,5.72,2.48,0.18,3.09,4.81,3.9
12/13/2013,16.8,6.95,350,34,6.53,2.64,0.19,2.9,5.03,3.9
12/14/2013,16.8,6.92,339,18.9,6.06,2.66,0.19,3.01,5.22,3.9
12/15/2013,16.8,6.93,352,19.4,5.93,2.79,0.21,2.86,5.28,3.9
12/16/2013,16,7.2,585,38.1,7.27,3.08,0.27,3.6,7.4,4
12/17/2013,15.3,7.17,373,99.1,8.59,3.97,0.3,3.37,6.61,4
12/18/2013,14.2,6.97,278,98.2,8.11,4.09,0.47,2.34,4.66,4
12/19/2013,13.6,6.91,276,69.8,7.61,3.67,0.42,2.15,4.45,4
12/20/2013,13.5,6.96,326,50.3,7.03,3.42,0.42,3.25,5.91,3.9
12/21/2013,13.6,6.78,236,25.4,6.51,3.23,0.47,2.73,4.41,3.9
12/22/2013,14,6.71,232,24.7,6.48,2.68,0.28,2.24,3.72,3.8
12/23/2013,14.3,6.59,199,22.8,5.93,2.45,0.18,1.7,2.99,3.9
12/24/2013,14.7,6.46,180,25.5,6.19,2.35,0.16,1.62,2.43,3.9
12/25/2013,14.9,6.47,202,22.6,6.24,2.43,0.16,1.81,2.2,3.9
12/26/2013,14.8,6.4,185,24.2,6.63,2.36,0.15,1.43,2.28,3.8
12/27/2013,14.4,6.41,190,23.2,6.97,2.39,0.15,1.35,1.81,3.8
12/28/2013,14,6.5,193,22.6,7.01,2.53,0.15,1.43,1.75,3.8
12/29/2013,13.8,6.43,184,18.6,7.09,2.65,0.14,1.24,1.6,3.8
12/30/2013,13.7,6.46,208,20.5,7.21,2.68,0.15,1.83,1.94,3.8
12/31/2013,13.8,6.44,201,21.2,7.3,2.9,0.15,1.97,1.81,3.9
01/01/2014,13.8,6.44,212,22.5,6.76,3.35,0.16,1.58,2.1,3.9
01/02/2014,13.5,6.66,295,19.7,6.84,3.09,0.19,2.39,2.88,3.9
01/03/2014,13.7,6.79,319,16.4,6.53,2.7,0.22,2.6,3.25,3.9
01/04/2014,13.6,6.78,307,17.3,6.22,2.29,0.22,2.35,2.95,4
01/05/2014,13.5,6.86,338,17.8,6.35,2.66,0.23,2.7,3.26,4.1
01/06/2014,13.5,6.83,322,20.4,6.35,2.7,0.23,2.82,3.45,4.1
01/07/2014,13.7,6.8,305,21.7,6.5,2.32,0.22,2.47,3.33,4.2
01/08/2014,14,6.82,313,20.3,6.28,2.13,0.22,2.44,3.52,4.2
01/09/2014,14.1,6.85,318,16.3,5.83,2.1,0.23,2.83,3.29,4.1
01/10/2014,14.2,6.86,325,14.1,5.7,2.14,0.25,2.95,3.49,4.1
01/11/2014,14.6,6.66,215,17.5,6.42,2.08,0.21,1.96,3.57,4.1
01/12/2014,14.6,6.59,259,11,5.36,2.44,0.19,1.99,4.39,4.1
01/13/2014,14.4,7,444,13.8,4.77,2.32,0.25,3.37,6.9,4.1
01/14/2014,14.1,7.14,475,13.6,5.62,2.24,0.31,2.1,6.06,4
01/15/2014,13.4,7.23,491,15.7,5.5,3.4,0.36,4.9,5.21,4.1
01/16/2014,-,-,-,17.8,,2.89,0.36,5.91,4.73,-
01/17/2014,-,-,-,139.2,,3.98,0.41,3.42,5.22,-
01/18/2014,-,-,-,-,,3.76,0.24,5.82,8.62,-
01/19/2014,-,-,-,302.2,,3.23,0.17,5.71,7.97,-
01/20/2014,-,-,-,152.1,,2.61,0.21,0.87,2.61,-
01/21/2014,13.3,6.34,118,83,8.04,3.07,0.18,0.85,4.33,4.2
01/22/2014,13,6.58,190,31,7.8,2.43,0.16,1.47,4.21,4.2
01/23/2014,12.6,6.91,271,21.7,7.73,2.23,0.16,2.17,4.79,4.2
01/24/2014,12.8,6.93,286,21.8,7.57,1.92,0.17,2.06,5.37,4.2
01/25/2014,13.3,6.93,285,28.8,7.49,1.41,0.19,1.68,5.11,4.2
01/26/2014,13.8,6.95,305,22.8,7.15,1.2,0.2,1.95,5.49,4.2
01/27/2014,14.1,6.99,311,26.7,7.15,1.97,0.21,2.11,5.42,4.3
01/28/2014,14.4,6.76,227,23.4,7.53,1.83,0.19,1.46,4.59,4.3
01/29/2014,14.4,6.74,239,28.2,7.54,1.7,0.19,1.43,4.65,4.3
01/30/2014,14.6,6.74,246,15.1,7.56,1.71,0.19,1.59,4.75,4.3
01/31/2014,14.9,6.66,233,10.7,7.59,1.79,0.19,1.52,4.72,4.3
02/01/2014,15.2,6.56,206,18.3,7.6,1.78,0.19,1.34,4.15,4.2
02/02/2014,15.4,6.61,228,18.3,7.59,1.81,0.19,1.63,4.72,4.2
02/03/2014,15.6,6.68,249,14.3,7.63,2.02,0.21,2.09,5.4,4.3
02/04/2014,15.7,6.65,241,21.5,7.59,2.12,0.21,2.03,5.05,4.4
02/05/2014,15.3,6.79,247,27.3,7.19,2.33,0.23,1.94,4.99,4.3
02/06/2014,15.5,6.66,200,20.5,7.02,2.22,0.22,1.23,4.59,4.2
02/07/2014,16.2,6.7,204,19.3,6.84,2.35,0.25,1.28,4.59,4.2
02/08/2014,15.8,6.74,167,24.4,7.12,2.25,0.23,1.06,4,4
02/09/2014,15,6.7,179,51.9,7.19,2.38,0.23,0.95,3.83,4.1
02/10/2014,14.9,7.16,306,47.7,6.93,3.44,0.39,1.9,5.73,4.1
02/11/2014,13.9,6.84,186,17.7,7.37,3.08,0.3,1.08,4.1,4
02/12/2014,13.8,6.72,155,18.5,7.07,3.21,0.27,1,3.7,4.1
02/13/2014,13.6,6.44,133,14,7.03,3.28,0.22,0.99,3.62,4.1
02/14/2014,13,6.67,190,12.5,6.17,3.83,0.28,1.52,4.43,4
02/15/2014,12.8,6.75,179,18,6.67,3.62,0.28,1.4,4.39,4.1
02/16/2014,13.3,6.49,168,15.5,7.16,3.19,0.22,1.3,4.05,4.1
02/17/2014,14.1,6.35,145,13.5,7.18,2.55,0.18,0.96,3.68,4.1
02/18/2014,14.4,6.43,184,25.5,6.8,2.42,0.21,1.36,4.49,4.2
02/19/2014,13.7,6.45,177,12.3,6.85,2.47,0.23,1.27,4.29,4
02/20/2014,13.4,6.43,172,14.8,7.32,2.68,0.21,1.24,4.07,3.9
02/21/2014,13.7,6.49,202,13.3,7.27,2.64,0.21,1.52,4.58,4
02/22/2014,14.4,6.5,198,12.1,7.08,1.98,0.21,1.43,4.57,4
02/23/2014,15.2,6.71,240,15.4,6.51,2.03,0.23,1.79,3.29,4
02/24/2014,15.4,6.85,275,17.1,6.21,2.12,0.24,2.25,4.42,4
02/25/2014,15.8,6.8,282,14.9,5.84,2.16,0.25,2.25,5.91,4
02/26/2014,16.1,6.8,268,17.2,5.7,2.26,0.24,1.97,5.76,4
02/27/2014,16.3,6.91,354,18.7,5.41,2.48,0.26,2.23,6.45,4.1
02/28/2014,16.4,7,288,24.6,4.99,2.64,0.32,2.32,6.29,4.1
03/01/2014,16.7,6.97,285,14,4.87,2.61,0.3,2.16,6.01,4.1
03/02/2014,16.5,6.9,244,14.9,4.61,2.33,0.29,1.69,5.06,4.1
03/03/2014,16.3,6.96,286,16.5,4.52,1.91,0.31,2.04,5.78,4.1
03/04/2014,15.9,6.9,286,23.5,4.83,1.77,0.33,2.33,6.26,4
03/05/2014,16.2,7.1,388,18.4,4.5,2.22,0.38,2.7,7.77,4
03/06/2014,15.6,7.16,373,23.6,4.3,3.25,0.39,2.99,7.71,4.1
03/07/2014,15.3,7.3,407,20.4,4.53,2.85,0.39,3.04,7.89,4
03/08/2014,14.5,7.01,296,16.1,5.22,2.73,0.39,2.58,5.95,3.9
03/09/2014,14.6,7.07,332,23.1,5.47,2.42,0.37,2.17,5.71,3.9
03/10/2014,14.8,6.85,275,34.2,5.62,2.77,0.41,2.48,5.78,3.9
03/11/2014,14.9,7.34,461,23.5,5.23,2.78,0.44,3.01,8.18,3.9
03/12/2014,,,,,,,,,,
03/13/2014,15.2,7.36,403,40.4,4.45,4.35,,2.88,7.41,3.9
03/14/2014,15.3,7.27,362,42.2,5.28,3.25,0.48,2.58,6.83,3.9
03/15/2014,15.2,7.03,244,31.8,5.29,3.18,0.49,2.38,5.59,3.8
03/16/2014,14.7,6.73,204,24,6.08,2.47,0.37,2.15,4.83,3.9
03/17/2014,15.5,6.9,256,23.9,5.46,2.77,0.35,2.09,5.2,3.9
03/18/2014,16.1,6.78,225,19.8,5.46,2.43,0.32,1.99,4.78,4
03/19/2014,16.6,6.75,221,22.6,5.75,2.41,0.29,1.73,4.64,3.9
03/20/2014,16.8,6.78,208,19.7,5.49,2.45,0.28,1.5,4.38,3.8
03/21/2014,16,6.73,189,20.5,5.48,2.61,0.27,1.36,3.75,3.8
03/22/2014,16,6.61,177,17,5.78,2.32,0.25,1.12,3.46,3.8
03/23/2014,16.8,7.11,324,13.9,4.65,2.65,0.3,2.17,5.8,3.8
03/24/2014,18.3,7.06,363,35.9,5.98,2.49,0.31,2.07,7.02,3.9
03/25/2014,18,6.58,207,30.6,7.01,1.93,0.26,1.78,5.79,3.7
03/26/2014,17,6.6,187,6.6,5.9,0.95,0.22,1.29,3.89,3.7
03/27/2014,16.7,6.35,172,12.6,7.08,2.65,0.21,1.25,3.42,3.8
03/28/2014,17,6.53,175,11.2,7.17,1.89,0.19,1.13,3.12,3.8
03/29/2014,17.5,6.64,171,16.8,7.09,1.75,0.2,0.78,2.62,3.9
03/30/2014,18.3,6.76,241,15,6.17,2.71,0.27,1.38,4.62,4
03/31/2014,18.7,7.1,332,15,5.34,2.25,0.27,2.07,5.92,3.9
04/01/2014,19.2,7.29,379,22.7,4.82,2.23,0.31,2.57,6.82,3.9
04/02/2014,19.2,7.27,316,19.8,4.69,2.4,0.36,2.15,5.96,3.8
04/03/2014,18.6,7.09,250,19.5,4.76,2.52,0.33,2.02,5.02,3.8
04/04/2014,18.5,7.11,231,18,4.91,2.55,0.32,1.74,4.92,3.8
04/05/2014,18.5,7.13,238,18.1,4.84,2.52,0.29,1.99,5.04,3.8
04/06/2014,18.4,6.86,235,16.5,5.09,2.23,0.26,1.7,4.63,3.8
04/07/2014,18.3,6.66,232,22.1,5.07,2.38,0.25,1.63,4.6,3.8
04/08/2014,18.4,6.76,243,16.1,4.7,2.15,0.26,1.32,4.46,3.8
04/09/2014,18.9,6.74,272,24.1,4.88,2.48,0.25,1.55,4.91,3.8
04/10/2014,19.1,6.64,246,22.4,5.67,2.4,0.23,1.69,4.91,3.8
04/11/2014,19.3,6.52,205,14.9,5.87,2.65,0.2,1.3,4.01,3.8
04/12/2014,19.3,6.46,178,17,6.03,2.4,0.18,1.01,3.42,3.9
04/13/2014,19.7,6.46,189,20,6.17,2.93,0.2,,4.24,3.9
04/14/2014,19.4,6.45,181,19.1,6.26,2.99,0.18,0.56,3.76,4
04/15/2014,18.5,6.45,152,12.8,5.67,2.23,0.17,0.72,2.95,4
04/16/2014,20,6.45,227,15.8,6.65,2.27,0.19,1.64,3.37,3.9
04/17/2014,20.2,6.41,208,20.6,6.81,2.83,0.17,1.27,4.11,3.9
04/18/2014,20.3,6.45,204,13.2,6.68,3.01,0.16,1.35,4.08,3.9
04/19/2014,20.6,6.44,199,18.6,6.65,3.37,0.15,1.09,3.8,3.9
04/20/2014,20.4,6.51,189,12.6,5.89,3.19,0.15,0.91,3.58,3.9
04/21/2014,20.2,6.45,185,11.6,5.92,3.21,0.14,0.87,3.52,3.9
04/22/2014,20.1,6.44,193,9.3,4.51,2.95,0.16,0.94,3.66,3.9
04/23/2014,19.5,6.52,204,19.5,4.18,2.96,0.16,1.05,3.93,3.8
04/24/2014,20.2,6.78,297,21.3,4.58,2.52,0.18,1.67,5.33,3.9
04/25/2014,19.9,6.73,248,17.1,4.44,3,0.22,2.04,5.38,3.8
04/26/2014,20.5,6.83,181,17,6.21,2.4,0.19,1.58,4.6,3.8
04/27/2014,20,6.71,235,20.6,5.74,2.77,0.21,1.65,4.99,3.8
04/28/2014,20,6.74,210,17.7,5.75,2.78,0.22,1.29,4.37,3.8
04/29/2014,18.5,6.37,113,30.7,4.56,2.4,0.13,0.61,2.83,3.8
04/30/2014,18.6,6.68,151,14.5,4.7,2.57,0.13,1.01,3.7,3.8
05/01/2014,20.5,7.33,366,22.4,6.18,2.71,0.19,2.41,6.39,3.8
05/02/2014,21.5,7.53,407,21.6,7.02,2.77,0.22,3.18,7.76,3.8
05/03/2014,21.7,7.5,310,18.4,7.16,3.36,0.3,2.29,6.33,3.8
05/04/2014,21.8,7.35,246,22.1,7.24,2.98,0.29,2.15,5.62,3.7
05/05/2014,20.8,7.17,245,69.6,6.43,3.03,0.3,1.88,5.62,3.8
05/06/2014,20.7,7.24,326,59.5,6.35,2.82,0.31,2.62,6.31,3.8
05/07/2014,20.1,7.27,227,36.2,5.85,2.91,0.34,1.64,4.47,3.8
05/08/2014,19.9,7.19,221,33,5.71,2.66,0.27,1.36,4.37,3.7
05/09/2014,20.2,7.09,265,178.8,5.92,3.17,0.32,1.59,5.12,3.7
05/10/2014,20.4,7.28,231,140.2,6.06,3.7,0.37,1.67,5.13,3.7
05/11/2014,20.6,7.14,203,144.8,6.27,3.74,0.38,1.08,4.52,3.8
05/12/2014,20.6,7.08,200,67.4,6.22,2.78,0.28,0.94,4.16,3.7
05/13/2014,21,7.15,211,48.2,6.57,2.44,0.25,1.11,4.2,3.7
05/14/2014,21.7,7.14,188,32.7,7.15,2.67,0.25,0.83,3.77,3.7
05/15/2014,22.4,7.09,227,134.8,6.87,3.49,0.3,1.38,4.46,3.7
05/16/2014,23.3,7.23,244,172.8,3.09,3.3,0.43,1.39,4.88,3.7
05/17/2014,25.2,7.45,269,95.7,0.7,3.05,0.17,1.46,5.38,3.7
05/18/2014,23,7.19,222,320.3,5.91,3.2,0.22,1.02,4.34,3.8
05/19/2014,22.7,7.29,172,489.2,6.09,2.62,0.17,0.56,2.74,3.7
05/20/2014,22.3,7.2,189,294.4,5.86,2.81,0.15,0.93,3.37,3.7
05/21/2014,22,7.19,162,199.2,5.66,2.91,0.17,0.52,2.85,3.7
05/22/2014,21.6,7.2,138,487.2,5.4,4.42,0.41,0.68,3.2,4
05/23/2014,21.2,7.13,129,480,5.14,2.5,0.24,0.37,2.41,3.8
05/24/2014,21.5,7.21,137,225.3,5.3,2.76,0.18,0.32,2.15,3.7
05/25/2014,21.8,7.22,126,126.1,5.56,2.54,0.17,0.18,1.86,3.7
05/26/2014,22.3,6.97,171,125.1,5.83,2.44,0.16,0.85,2.83,3.7
05/27/2014,22.5,7.26,131,178.4,5.96,3.14,0.21,0.3,1.85,3.7
05/28/2014,22.5,7.14,132,166.2,5.96,3,0.19,0.37,2.01,3.7
05/29/2014,22.6,7.04,161,120.9,7.29,2.73,0.16,0.47,2.47,3.7
05/30/2014,23,7.15,176,126.6,7.81,3.23,0.19,0.51,2.09,3.7
05/31/2014,23.1,7.07,138,122.7,7.68,2.73,0.19,0.37,2.05,3.7
06/01/2014,23.7,7.06,150,75.4,7.28,2.77,0.15,0.51,2.17,3.7
06/02/2014,23.4,7.12,140,62.6,7.11,2.52,0.14,0.41,2.27,3.6
06/03/2014,24.2,7.12,182,54.2,6.61,2.68,0.15,0.49,2.78,3.7
06/04/2014,24.1,7.02,168,61.2,6.64,3.29,0.15,0.42,2.51,3.7
06/05/2014,24,7.09,150,62.9,6.7,3.1,0.15,0.22,2.04,3.7
06/06/2014,25.6,6.74,187,47.8,6.12,2.26,0.19,0.4,2.26,3.7
06/07/2014,24,7.03,195,71,6.15,2.95,0.2,0.57,2.99,3.7
06/08/2014,23.8,6.99,178,57.8,5.65,2.56,0.19,0.77,3.26,3.7
06/09/2014,24.1,7.09,197,70.9,6.43,2.9,0.19,0.68,3.38,3.7
06/10/2014,24.2,7.18,163,59.1,6.54,2.73,0.18,0.33,2.46,3.7
06/11/2014,24.5,7.25,163,62.2,6.59,2.57,0.17,0.25,2.45,3.7
06/12/2014,24.8,7.18,184,51.3,6.29,2.63,0.16,0.34,2.61,3.7
06/13/2014,24.7,7.11,188,50.3,5.93,2.67,0.16,0.47,2.87,3.7
06/14/2014,24.7,7.11,176,49.7,5.85,2.84,0.15,0.34,2.69,3.7
06/15/2014,24.5,7.01,185,50,5.25,2.98,0.14,0.64,2.88,3.7
06/16/2014,24.2,7.08,214,107.2,5.63,3,0.19,0.58,3.19,3.7
06/17/2014,24.6,7.26,242,389.6,7.21,4.2,0.33,0.98,3.73,3.8
06/18/2014,24.5,7.09,152,200.4,6.43,3.83,0.3,0.65,2.81,3.8
06/19/2014,25.2,7.19,188,96.5,6.25,2.97,0.2,0.55,3.02,3.8
